parent,daughter,loss,count,erythroxylum_plowmanianum,gentiana_pubigera,persicaria_orientalis,oxyspora_paniculata,caesalpinia_enneaphylla,erythroxylum_coca,stranvaesia_davidiana,blank,cocaine
613.24,539.24,74,2,,,,,,2,,,
613.24,540.25,72.99,2,,,,,,2,,,
613.24,581.22,32.02,2,,,,,,2,,,
613.24,582.22,31.02,2,,,,,,2,,,
613.37,138.03,475.34,2,,,1,1,,,,,
613.37,461.25,152.12,2,,,1,1,,,,,
613.37,463.27,150.1,2,,,1,1,,,,,
613.37,487.27,126.1,2,,,1,1,,,,,
613.37,555.33,58.04,2,,,2,,,,,,
613.37,573.34,40.03,3,,,2,1,,,,,
613.4,176.14,437.26,2,1,,,,,1,,,
613.4,202.16,411.24,2,1,,,,,1,,,
613.4,220.17,393.23,2,1,,,,,1,,,
613.4,612.4,1,2,1,,,,,1,,,
613.43,55.06,558.37,2,1,,,,,1,,,
613.43,57.07,556.36,2,1,,,,,1,,,
613.43,67.06,546.37,2,1,,,,,1,,,
613.43,69.07,544.36,2,1,,,,,1,,,
613.43,79.06,534.37,2,1,,,,,1,,,
613.43,81.07,532.36,2,1,,,,,1,,,
613.43,83.09,530.34,2,1,,,,,1,,,
613.43,89.06,524.37,2,1,,,,,1,,,
613.43,91.05,522.38,2,1,,,,,1,,,
613.43,93.07,520.36,2,1,,,,,1,,,
613.43,95.05,518.38,2,1,,,,,1,,,
613.43,95.09,518.34,2,1,,,,,1,,,
613.43,105.07,508.36,2,1,,,,,1,,,
613.43,107.09,506.34,2,1,,,,,1,,,
613.43,109.07,504.36,2,1,,,,,1,,,
613.43,109.1,504.33,2,1,,,,,1,,,
613.43,117.07,496.36,2,1,,,,,1,,,
613.43,119.09,494.34,2,1,,,,,1,,,
613.43,121.1,492.33,2,1,,,,,1,,,
613.43,123.12,490.31,2,1,,,,,1,,,
613.43,129.07,484.36,2,1,,,,,1,,,
613.43,131.09,482.34,2,1,,,,,1,,,
613.43,133.1,480.33,2,1,,,,,1,,,
613.43,135.08,478.35,2,1,,,,,1,,,
613.43,135.12,478.31,2,1,,,,,1,,,
613.43,137.1,476.33,2,1,,,,,1,,,
613.43,139.11,474.32,2,1,,,,,1,,,
613.43,142.08,471.35,2,1,,,,,1,,,
613.43,143.09,470.34,2,1,,,,,1,,,
613.43,145.1,468.33,2,1,,,,,1,,,
613.43,147.12,466.31,2,1,,,,,1,,,
613.43,149.1,464.33,2,1,,,,,1,,,
613.43,151.11,462.32,2,1,,,,,1,,,
613.43,155.09,458.34,2,1,,,,,1,,,
613.43,156.09,457.34,2,1,,,,,1,,,
613.43,157.1,456.33,2,1,,,,,1,,,
613.43,158.11,455.32,2,1,,,,,1,,,
613.43,159.12,454.31,2,1,,,,,1,,,
613.43,161.1,452.33,2,1,,,,,1,,,
613.43,161.13,452.3,2,1,,,,,1,,,
613.43,169.1,444.33,2,1,,,,,1,,,
613.43,170.11,443.32,2,1,,,,,1,,,
613.43,171.12,442.31,2,1,,,,,1,,,
613.43,173.13,440.3,2,1,,,,,1,,,
613.43,175.15,438.28,2,1,,,,,1,,,
613.43,179.09,434.34,2,1,,,,,1,,,
613.43,181.1,432.33,2,1,,,,,1,,,
613.43,183.12,430.31,2,1,,,,,1,,,
613.43,185.13,428.3,2,1,,,,,1,,,
613.43,187.15,426.28,2,1,,,,,1,,,
613.43,191.14,422.29,2,1,,,,,1,,,
613.43,193.1,420.33,2,1,,,,,1,,,
613.43,195.12,418.31,2,1,,,,,1,,,
613.43,197.13,416.3,2,1,,,,,1,,,
613.43,199.15,414.28,2,1,,,,,1,,,
613.43,201.16,412.27,2,1,,,,,1,,,
613.43,207.12,406.31,2,1,,,,,1,,,
613.43,209.13,404.3,2,1,,,,,1,,,
613.43,211.15,402.28,2,1,,,,,1,,,
613.43,217.16,396.27,2,1,,,,,1,,,
613.43,221.13,392.3,2,1,,,,,1,,,
613.43,223.15,390.28,2,1,,,,,1,,,
613.43,225.17,388.26,2,1,,,,,1,,,
613.43,235.15,378.28,2,1,,,,,1,,,
613.43,237.16,376.27,2,1,,,,,1,,,
613.43,239.18,374.25,2,1,,,,,1,,,
613.43,247.15,366.28,2,1,,,,,1,,,
613.43,265.2,348.23,2,1,,,,,1,,,
613.43,283.21,330.22,2,1,,,,,1,,,
613.43,429.32,184.11,2,1,,,,,1,,,
613.43,549.41,64.02,2,1,,,,,1,,,
613.43,567.42,46.01,2,1,,,,,1,,,
613.48,55.06,558.42,8,,,,8,,,,,
613.48,57.03,556.45,5,,,,4,,1,,,
613.48,57.07,556.41,7,,,,7,,,,,
613.48,67.06,546.42,14,,,,10,,4,,,
613.48,69.07,544.41,15,,,,10,,5,,,
613.48,71.09,542.39,9,,,,9,,,,,
613.48,79.05,534.43,7,,,,4,,3,,,
613.48,79.06,534.42,9,,,,6,,3,,,
613.48,81.03,532.45,2,,,,1,,1,,,
613.48,81.07,532.41,16,,,,10,,6,,,
613.48,83.05,530.43,4,,,,3,,1,,,
613.48,83.09,530.39,13,,,,8,,5,,,
613.48,85.03,528.45,3,,,,,,3,,,
613.48,85.07,528.41,2,,,,2,,,,,
613.48,91.04,522.44,3,,,,,,3,,,
613.48,91.05,522.43,12,,,,8,,4,,,
613.48,91.06,522.42,2,,,,1,,1,,,
613.48,93.07,520.41,16,,,,10,,6,,,
613.48,95.05,518.43,5,,,,4,,1,,,
613.48,95.09,518.39,16,,,,10,,6,,,
613.48,97.03,516.45,3,,,,,,3,,,
613.48,97.07,516.41,6,,,,5,,1,,,
613.48,97.1,516.38,6,,,,5,,1,,,
613.48,99.08,514.4,8,,,,8,,,,,
613.48,105.07,508.41,15,,,,10,,5,,,
613.48,107.09,506.39,15,,,,9,,6,,,
613.48,109.1,504.38,16,,,,10,,6,,,
613.48,111.08,502.4,3,,,,3,,,,,
613.48,117.07,496.41,9,,,,6,,3,,,
613.48,119.09,494.39,16,,,,10,,6,,,
613.48,121.1,492.38,15,,,,9,,6,,,
613.48,123.12,490.36,12,,,,7,,5,,,
613.48,125.1,488.38,3,,,,3,,,,,
613.48,129.07,484.41,2,,,,2,,,,,
613.48,131.09,482.39,13,,,,8,,5,,,
613.48,133.1,480.38,15,,,,10,,5,,,
613.48,135.12,478.36,15,,,,9,,6,,,
613.48,139.11,474.37,2,,,,2,,,,,
613.48,143.09,470.39,3,,,,3,,,,,
613.48,145.1,468.38,13,,,,8,,5,,,
613.48,147.12,466.36,14,,,,9,,5,,,
613.48,149.13,464.35,12,,,,7,,5,,,
613.48,151.11,462.37,5,,,,5,,,,,
613.48,157.1,456.38,2,,,,1,,1,,,
613.48,159.12,454.36,11,,,,6,,5,,,
613.48,161.13,452.35,14,,,,10,,4,,,
613.48,163.06,450.42,2,,,,,,2,,,
613.48,163.11,450.37,2,,,,1,,1,,,
613.48,163.15,450.33,9,,,,7,,2,,,
613.48,171.12,442.36,4,,,,4,,,,,
613.48,173.12,440.36,4,,,,4,,,,,
613.48,173.13,440.35,10,,,,6,,4,,,
613.48,175.15,438.33,5,,,,5,,,,,
613.48,179.14,434.34,3,,,,3,,,,,
613.48,183.14,430.34,2,,,,2,,,,,
613.48,187.15,426.33,4,,,,3,,1,,,
613.48,227.13,386.35,4,,,,4,,,,,
613.48,229.14,384.34,7,,,,6,,1,,,
613.48,243.21,370.27,9,,,,7,,2,,,
613.48,259.21,354.27,6,,,,2,,4,,,
613.48,261.22,352.26,12,,,,7,,5,,,
613.48,263.24,350.24,3,,,,3,,,,,
613.48,269.17,344.31,5,,,,5,,,,,
613.48,269.18,344.3,2,,,,1,,1,,,
613.48,277.22,336.26,7,,,,7,,,,,
613.48,333.24,280.24,3,,,,,,3,,,
613.48,335.26,278.22,12,,,,7,,5,,,
613.48,336.26,277.22,3,,,,,,3,,,
613.48,337.27,276.21,9,,,,6,,3,,,
613.48,351.25,262.23,6,,,,6,,,,,
613.48,353.27,260.21,3,,,,3,,,,,
613.48,382.64,230.84,2,,,,2,,,,,
613.48,489.36,124.12,6,,,,6,,,,,
613.48,491.37,122.11,3,,,,3,,,,,
613.48,505.35,108.13,2,,,,2,,,,,
613.48,507.37,106.11,2,,,,2,,,,,
613.48,529.39,84.09,3,,,,3,,,,,
613.48,531.4,82.08,2,,,,2,,,,,
613.48,547.4,66.08,4,,,,4,,,,,
613.48,595.47,18.01,4,,,,,,4,,,
613.48,595.48,18,2,,,,1,,1,,,
613.48,597.49,15.99,3,,,,3,,,,,
613.48,611.47,2.01,2,,,,2,,,,,
613.49,67.06,546.43,2,2,,,,,,,,
613.49,69.07,544.42,2,2,,,,,,,,
613.49,79.06,534.43,2,2,,,,,,,,
613.49,81.07,532.42,2,2,,,,,,,,
613.49,83.09,530.4,2,2,,,,,,,,
613.49,91.06,522.43,2,2,,,,,,,,
613.49,93.07,520.42,2,2,,,,,,,,
613.49,95.09,518.4,2,2,,,,,,,,
613.49,105.07,508.42,2,2,,,,,,,,
613.49,107.09,506.4,2,2,,,,,,,,
613.49,109.1,504.39,2,2,,,,,,,,
613.49,117.07,496.42,2,2,,,,,,,,
613.49,119.09,494.4,2,2,,,,,,,,
613.49,121.1,492.39,2,2,,,,,,,,
613.49,123.12,490.37,2,2,,,,,,,,
613.49,131.09,482.4,2,2,,,,,,,,
613.49,133.1,480.39,2,2,,,,,,,,
613.49,135.12,478.37,2,2,,,,,,,,
613.49,145.1,468.39,2,2,,,,,,,,
613.49,147.12,466.37,2,2,,,,,,,,
613.49,149.13,464.36,2,2,,,,,,,,
613.49,159.12,454.37,2,2,,,,,,,,
613.49,161.13,452.36,2,2,,,,,,,,
613.49,173.13,440.36,2,2,,,,,,,,
613.49,259.21,354.28,2,2,,,,,,,,
613.49,261.22,352.27,2,2,,,,,,,,
613.49,335.26,278.23,2,2,,,,,,,,
613.49,336.26,277.23,2,2,,,,,,,,
613.49,337.28,276.21,2,2,,,,,,,,
613.49,595.48,18.01,2,2,,,,,,,,
614.48,87.04,527.44,3,,,1,,,1,,1,
614.48,89.06,525.42,4,,,1,1,,1,,1,
614.48,133.09,481.39,3,,,1,1,,,,1,
614.48,177.11,437.37,4,,,1,1,,1,,1,
614.48,415.25,199.23,4,,,1,1,,1,,1,
614.49,55.06,559.43,3,1,2,,,,,,,
614.49,57.03,557.46,2,1,,,,,1,,,
614.49,57.07,557.42,2,,2,,,,,,,
614.49,67.06,547.43,7,2,2,,,,3,,,
614.49,69.07,545.42,7,2,2,,,,3,,,
614.49,71.09,543.4,2,,2,,,,,,,
614.49,79.05,535.44,2,,,,,,2,,,
614.49,79.06,535.43,4,2,,,,,2,,,
614.49,81.07,533.42,8,2,2,,,,4,,,
614.49,83.09,531.4,8,2,2,,,,4,,,
614.49,85.03,529.46,3,1,,,,,2,,,
614.49,89.06,525.43,4,,3,,,1,,,,
614.49,91.04,523.45,3,1,,,,,2,,,
614.49,91.05,523.44,3,,,,,,3,,,
614.49,91.06,523.43,3,2,,,,,1,,,
614.49,93.07,521.42,6,2,,,,,4,,,
614.49,95.09,519.4,8,2,2,,,,4,,,
614.49,97.03,517.46,3,1,,,,,2,,,
614.49,97.1,517.39,2,,2,,,,,,,
614.49,105.07,509.42,6,2,,,,,4,,,
614.49,107.09,507.4,6,2,,,,,4,,,
614.49,109.1,505.39,8,2,2,,,,4,,,
614.49,111.12,503.37,2,,2,,,,,,,
614.49,117.07,497.42,4,2,,,,,2,,,
614.49,119.09,495.4,6,2,,,,,4,,,
614.49,121.1,493.39,6,2,,,,,4,,,
614.49,123.12,491.37,6,2,,,,,4,,,
614.49,131.09,483.4,6,2,,,,,4,,,
614.49,133.09,481.4,4,,3,,,1,,,,
614.49,133.1,481.39,6,2,,,,,4,,,
614.49,135.12,479.37,6,2,,,,,4,,,
614.49,145.05,469.44,2,1,,,,,1,,,
614.49,145.1,469.39,6,2,,,,,4,,,
614.49,147.12,467.37,6,2,,,,,4,,,
614.49,149.13,465.36,6,2,,,,,4,,,
614.49,155.14,459.35,2,,2,,,,,,,
614.49,159.12,455.37,6,2,,,,,4,,,
614.49,161.13,453.36,6,2,,,,,4,,,
614.49,163.06,451.43,3,1,,,,,2,,,
614.49,163.15,451.34,3,1,,,,,2,,,
614.49,173.13,441.36,6,2,,,,,4,,,
614.49,177.11,437.38,2,,1,,,1,,,,
614.49,243.21,371.28,3,1,,,,,2,,,
614.49,245.23,369.26,2,,2,,,,,,,
614.49,259.21,355.28,6,2,,,,,4,,,
614.49,261.22,353.27,6,2,,,,,4,,,
614.49,281.25,333.24,2,,2,,,,,,,
614.49,299.26,315.23,2,,2,,,,,,,
614.49,333.24,281.25,4,1,,,,,3,,,
614.49,335.26,279.23,6,2,,,,,4,,,
614.49,336.26,278.23,5,2,,,,,3,,,
614.49,337.27,277.22,3,,,,,,3,,,
614.49,337.28,277.21,3,2,,,,,1,,,
614.49,415.26,199.23,3,,2,,,1,,,,
614.49,579.5,34.99,2,,2,,,,,,,
614.49,595.47,19.02,4,,,,,,4,,,
614.49,595.48,19.01,2,2,,,,,,,,
614.49,613.48,1.01,4,,,,,,4,,,
614.49,613.49,1,2,2,,,,,,,,
615.26,539.24,76.02,2,1,,,1,,,,,
615.39,138.03,477.36,2,,,,2,,,,,
615.39,139.04,476.35,2,,,1,1,,,,,
615.39,211.06,404.33,2,,,1,1,,,,,
615.39,223.13,392.26,2,,,1,1,,,,,
615.39,375.18,240.21,2,,,1,1,,,,,
615.39,463.27,152.12,3,,,1,2,,,,,
615.39,527.3,88.09,2,,,1,1,,,,,
615.39,597.38,18.01,2,,,1,1,,,,,
615.5,55.06,560.44,3,,,,3,,,,,
615.5,57.03,558.47,3,,,,2,,1,,,
615.5,57.07,558.43,4,,,,3,,1,,,
615.5,67.06,548.44,6,,,,5,,1,,,
615.5,69.07,546.43,9,1,,,6,,2,,,
615.5,71.09,544.41,5,1,,,4,,,,,
615.5,79.05,536.45,3,1,,,2,,,,,
615.5,79.06,536.44,4,,,,2,,2,,,
615.5,81.07,534.43,8,1,,,5,,2,,,
615.5,83.05,532.45,2,1,,,1,,,,,
615.5,83.09,532.41,8,1,,,5,,2,,,
615.5,85.03,530.47,2,1,,,,,1,,,
615.5,91.05,524.45,6,1,,,3,,2,,,
615.5,93.07,522.43,8,1,,,5,,2,,,
615.5,95.05,520.45,2,,,,2,,,,,
615.5,95.09,520.41,8,1,,,5,,2,,,
615.5,97.03,518.47,2,1,,,,,1,,,
615.5,97.07,518.43,3,,,,2,,1,,,
615.5,97.1,518.4,5,1,,,2,,2,,,
615.5,99.08,516.42,2,,,,2,,,,,
615.5,105.07,510.43,7,1,,,4,,2,,,
615.5,107.09,508.41,8,1,,,5,,2,,,
615.5,109.1,506.4,8,1,,,5,,2,,,
615.5,111.08,504.42,2,,,,2,,,,,
615.5,117.07,498.43,5,1,,,3,,1,,,
615.5,119.09,496.41,7,1,,,4,,2,,,
615.5,121.1,494.4,8,1,,,5,,2,,,
615.5,123.12,492.38,5,1,,,3,,1,,,
615.5,125.1,490.4,2,,,,2,,,,,
615.5,131.09,484.41,7,1,,,4,,2,,,
615.5,133.1,482.4,7,1,,,4,,2,,,
615.5,135.12,480.38,6,1,,,3,,2,,,
615.5,137.13,478.37,2,,,,1,,1,,,
615.5,145.1,470.4,6,1,,,3,,2,,,
615.5,147.12,468.38,6,1,,,3,,2,,,
615.5,149.13,466.37,6,1,,,3,,2,,,
615.5,159.12,456.38,6,1,,,3,,2,,,
615.5,161.13,454.37,5,,,,3,,2,,,
615.5,163.15,452.35,4,,,,3,,1,,,
615.5,171.12,444.38,2,,,,2,,,,,
615.5,173.12,442.38,2,,,,2,,,,,
615.5,173.13,442.37,5,,,,3,,2,,,
615.5,175.15,440.35,3,,,,2,,1,,,
615.5,227.13,388.37,3,,,,3,,,,,
615.5,229.14,386.36,3,,,,3,,,,,
615.5,243.21,372.29,4,,,,3,,1,,,
615.5,261.22,354.28,4,,,,3,,1,,,
615.5,263.24,352.26,4,,,,3,,1,,,
615.5,269.17,346.33,2,,,,2,,,,,
615.5,269.18,346.32,2,1,,,1,,,,,
615.5,335.26,280.24,4,,,,3,,1,,,
615.5,337.27,278.23,4,,,,3,,1,,,
615.5,339.29,276.21,2,,,,,,2,,,
615.5,489.36,126.14,3,,,,3,,,,,
615.5,491.37,124.13,3,,,,3,,,,,
615.5,531.4,84.1,2,,,,2,,,,,
615.5,597.49,18.01,5,,,,4,,1,,,
615.5,613.48,2.02,3,,,,3,,,,,
615.51,55.06,560.45,2,2,,,,,,,,
615.51,57.07,558.44,2,2,,,,,,,,
615.51,60.05,555.46,2,2,,,,,,,,
615.51,67.06,548.45,2,2,,,,,,,,
615.51,69.07,546.44,2,2,,,,,,,,
615.51,71.09,544.42,2,2,,,,,,,,
615.51,79.06,536.45,2,2,,,,,,,,
615.51,81.07,534.44,2,2,,,,,,,,
615.51,83.09,532.42,2,2,,,,,,,,
615.51,90.98,524.53,2,2,,,,,,,,
615.51,91.05,524.46,2,2,,,,,,,,
615.51,91.48,524.03,2,2,,,,,,,,
615.51,92.6,522.91,2,2,,,,,,,,
615.51,93.07,522.44,2,2,,,,,,,,
615.51,95.09,520.42,2,2,,,,,,,,
615.51,97.1,518.41,2,2,,,,,,,,
615.51,105.07,510.44,2,2,,,,,,,,
615.51,107.09,508.42,2,2,,,,,,,,
615.51,109.1,506.41,2,2,,,,,,,,
615.51,119.09,496.42,2,2,,,,,,,,
615.51,119.28,496.23,2,2,,,,,,,,
615.51,121.1,494.41,2,2,,,,,,,,
615.51,123.12,492.39,2,2,,,,,,,,
615.51,125.1,490.41,2,2,,,,,,,,
615.51,131.09,484.42,2,2,,,,,,,,
615.51,133.1,482.41,2,2,,,,,,,,
615.51,135.12,480.39,2,2,,,,,,,,
615.51,145.1,470.41,2,2,,,,,,,,
615.51,147.12,468.39,2,2,,,,,,,,
615.51,149.13,466.38,2,2,,,,,,,,
615.51,157.1,458.41,2,2,,,,,,,,
615.51,159.12,456.39,2,2,,,,,,,,
615.51,161.11,454.4,2,2,,,,,,,,
615.51,161.13,454.38,2,2,,,,,,,,
615.51,163.83,451.68,2,2,,,,,,,,
615.51,173.13,442.38,2,2,,,,,,,,
615.51,175.15,440.36,2,2,,,,,,,,
615.51,187.15,428.36,2,2,,,,,,,,
615.51,199.15,416.36,2,2,,,,,,,,
615.51,203.18,412.33,2,2,,,,,,,,
615.51,210.26,405.25,2,2,,,,,,,,
615.51,213.17,402.34,2,2,,,,,,,,
615.51,232.66,382.85,2,2,,,,,,,,
615.51,311.3,304.21,2,2,,,,,,,,
615.51,312.3,303.21,2,2,,,,,,,,
615.51,341.31,274.2,2,2,,,,,,,,
615.51,349.24,266.27,2,2,,,,,,,,
615.51,411.37,204.14,2,2,,,,,,,,
615.51,600.44,15.07,2,2,,,,,,,,
616.22,557.21,59.01,2,1,,,,,1,,,
616.5,69.07,547.43,2,1,,,,,1,,,
616.5,81.07,535.43,2,1,,,,,1,,,
616.5,83.09,533.41,2,1,,,,,1,,,
616.5,85.03,531.47,2,1,,,,,1,,,
616.5,91.05,525.45,2,1,,,,,1,,,
616.5,93.07,523.43,2,1,,,,,1,,,
616.5,95.09,521.41,2,1,,,,,1,,,
616.5,97.03,519.47,2,1,,,,,1,,,
616.5,97.1,519.4,2,1,,,,,1,,,
616.5,105.07,511.43,2,1,,,,,1,,,
616.5,107.09,509.41,2,1,,,,,1,,,
616.5,109.1,507.4,2,1,,,,,1,,,
616.5,117.07,499.43,2,1,,,,,1,,,
616.5,119.09,497.41,2,1,,,,,1,,,
616.5,121.1,495.4,2,1,,,,,1,,,
616.5,131.09,485.41,2,1,,,,,1,,,
616.5,133.1,483.4,2,1,,,,,1,,,
616.5,135.12,481.38,2,1,,,,,1,,,
616.5,145.1,471.4,2,1,,,,,1,,,
616.5,147.12,469.38,2,1,,,,,1,,,
616.5,149.13,467.37,2,1,,,,,1,,,
616.5,159.12,457.38,2,1,,,,,1,,,
616.5,615.5,1,2,1,,,,,1,,,
616.91,55.06,561.85,2,2,,,,,,,,
616.91,57.07,559.84,2,2,,,,,,,,
616.91,60.05,556.86,2,2,,,,,,,,
616.91,67.06,549.85,2,2,,,,,,,,
616.91,69.07,547.84,2,2,,,,,,,,
616.91,71.09,545.82,2,2,,,,,,,,
616.91,79.06,537.85,2,2,,,,,,,,
616.91,81.07,535.84,2,2,,,,,,,,
616.91,83.09,533.82,2,2,,,,,,,,
616.91,90.98,525.93,2,2,,,,,,,,
616.91,91.05,525.86,2,2,,,,,,,,
616.91,91.48,525.43,2,2,,,,,,,,
616.91,92.6,524.31,2,2,,,,,,,,
616.91,93.07,523.84,2,2,,,,,,,,
616.91,95.09,521.82,2,2,,,,,,,,
616.91,97.1,519.81,2,2,,,,,,,,
616.91,105.07,511.84,2,2,,,,,,,,
616.91,107.09,509.82,2,2,,,,,,,,
616.91,109.1,507.81,2,2,,,,,,,,
616.91,119.09,497.82,2,2,,,,,,,,
616.91,119.28,497.63,2,2,,,,,,,,
616.91,121.1,495.81,2,2,,,,,,,,
616.91,123.12,493.79,2,2,,,,,,,,
616.91,125.1,491.81,2,2,,,,,,,,
616.91,131.09,485.82,2,2,,,,,,,,
616.91,133.1,483.81,2,2,,,,,,,,
616.91,135.12,481.79,2,2,,,,,,,,
616.91,145.1,471.81,2,2,,,,,,,,
616.91,147.12,469.79,2,2,,,,,,,,
616.91,149.13,467.78,2,2,,,,,,,,
616.91,157.1,459.81,2,2,,,,,,,,
616.91,159.12,457.79,2,2,,,,,,,,
616.91,161.11,455.8,2,2,,,,,,,,
616.91,161.13,455.78,2,2,,,,,,,,
616.91,163.83,453.08,2,2,,,,,,,,
616.91,173.13,443.78,2,2,,,,,,,,
616.91,175.15,441.76,2,2,,,,,,,,
616.91,187.15,429.76,2,2,,,,,,,,
616.91,199.15,417.76,2,2,,,,,,,,
616.91,203.18,413.73,2,2,,,,,,,,
616.91,210.26,406.65,2,2,,,,,,,,
616.91,213.17,403.74,2,2,,,,,,,,
616.91,232.66,384.25,2,2,,,,,,,,
616.91,311.3,305.61,2,2,,,,,,,,
616.91,312.3,304.61,2,2,,,,,,,,
616.91,341.31,275.6,2,2,,,,,,,,
616.91,349.24,267.67,2,2,,,,,,,,
616.91,411.37,205.54,2,2,,,,,,,,
616.91,600.44,16.47,2,2,,,,,,,,
616.91,615.51,1.4,2,2,,,,,,,,
617.23,497.18,120.05,2,1,,,,,1,,,
617.23,513.18,104.05,2,1,,,,,1,,,
617.23,514.18,103.05,2,1,,,,,1,,,
617.23,523.17,94.06,2,1,,,,,1,,,
617.23,525.18,92.05,2,1,,,,,1,,,
617.23,530.22,87.01,3,2,,,,,1,,,
617.23,539.2,78.03,2,2,,,,,,,,
617.23,551.19,66.04,2,1,,,,,1,,,
617.23,555.19,62.04,2,1,,,,,1,,,
617.23,556.19,61.04,2,1,,,,,1,,,
617.23,572.19,45.04,2,1,,,,,1,,,
617.23,573.2,44.03,2,1,,,,,1,,,
617.23,583.22,34.01,2,1,,,,,1,,,
617.23,595.18,22.05,2,1,,,,,1,,,
617.23,599.22,18.01,2,1,,,,,1,,,
617.42,147.08,470.34,2,1,,,,,1,,,
617.42,165.09,452.33,2,1,,,,,1,,,
617.51,55.06,562.45,2,,,,2,,,,,
617.51,57.03,560.48,2,,,,2,,,,,
617.51,57.07,560.44,3,,,,3,,,,,
617.51,67.06,550.45,3,,,,3,,,,,
617.51,69.07,548.44,2,,,,2,,,,,
617.51,71.09,546.42,3,,,,3,,,,,
617.51,79.06,538.45,2,,,,2,,,,,
617.51,81.07,536.44,3,,,,3,,,,,
617.51,83.05,534.46,2,,,,2,,,,,
617.51,83.09,534.42,2,,,,2,,,,,
617.51,85.1,532.41,3,,,,3,,,,,
617.51,91.05,526.46,2,,,,2,,,,,
617.51,93.07,524.44,3,,,,3,,,,,
617.51,95.09,522.42,3,,,,3,,,,,
617.51,97.1,520.41,2,,,,2,,,,,
617.51,99.08,518.43,2,,,,2,,,,,
617.51,105.07,512.44,2,,,,2,,,,,
617.51,107.09,510.42,2,,,,2,,,,,
617.51,109.1,508.41,3,,,,3,,,,,
617.51,111.12,506.39,2,,,,2,,,,,
617.51,117.07,500.44,2,,,,2,,,,,
617.51,119.09,498.42,2,,,,2,,,,,
617.51,121.1,496.41,2,,,,2,,,,,
617.51,123.12,494.39,2,,,,2,,,,,
617.51,131.09,486.42,2,,,,2,,,,,
617.51,133.1,484.41,2,,,,2,,,,,
617.51,135.12,482.39,2,,,,2,,,,,
617.51,139.11,478.4,2,,,,2,,,,,
617.51,147.12,470.39,2,,,,2,,,,,
617.51,149.13,468.38,2,,,,2,,,,,
617.51,159.12,458.39,2,,,,2,,,,,
617.51,161.13,456.38,2,,,,2,,,,,
617.51,173.12,444.39,2,,,,2,,,,,
617.51,229.14,388.37,2,,,,2,,,,,
617.51,269.17,348.34,2,,,,2,,,,,
617.51,277.22,340.29,2,,,,2,,,,,
617.51,341.31,276.2,2,,,,2,,,,,
617.51,351.25,266.26,2,,,,2,,,,,
617.51,495.4,122.11,2,,,,2,,,,,
617.51,535.44,82.07,2,,,,2,,,,,
617.52,57.07,560.45,2,,,,2,,,,,
617.52,67.06,550.46,4,,,,3,,1,,,
617.52,69.07,548.45,4,1,,,2,,1,,,
617.52,71.09,546.43,3,1,,,2,,,,,
617.52,79.06,538.46,3,1,,,2,,,,,
617.52,81.03,536.49,2,,,,2,,,,,
617.52,81.07,536.45,5,1,,,3,,1,,,
617.52,83.09,534.43,4,1,,,2,,1,,,
617.52,85.03,532.49,2,1,,,,,1,,,
617.52,85.1,532.42,2,1,,,1,,,,,
617.52,91.04,526.48,2,1,,,,,1,,,
617.52,91.05,526.47,2,,,,1,,1,,,
617.52,93.07,524.45,4,1,,,2,,1,,,
617.52,95.05,522.47,2,,,,2,,,,,
617.52,95.09,522.43,5,1,,,3,,1,,,
617.52,97.1,520.42,3,1,,,1,,1,,,
617.52,99.08,518.44,2,,,,2,,,,,
617.52,105.07,512.45,4,1,,,2,,1,,,
617.52,107.09,510.43,4,1,,,2,,1,,,
617.52,109.1,508.42,5,1,,,3,,1,,,
617.52,119.09,498.43,4,1,,,2,,1,,,
617.52,121.1,496.42,4,1,,,2,,1,,,
617.52,123.12,494.4,2,,,,1,,1,,,
617.52,131.09,486.43,3,1,,,1,,1,,,
617.52,133.1,484.42,4,1,,,2,,1,,,
617.52,135.12,482.4,4,1,,,2,,1,,,
617.52,145.1,472.42,2,1,,,,,1,,,
617.52,147.12,470.4,3,1,,,1,,1,,,
617.52,149.13,468.39,2,1,,,,,1,,,
617.52,159.12,458.4,2,1,,,,,1,,,
617.52,161.13,456.39,3,1,,,1,,1,,,
617.52,163.06,454.46,2,,,,1,,1,,,
617.52,341.31,276.21,2,1,,,1,,,,,
617.52,599.51,18.01,2,1,,,,,1,,,
618.38,363.23,255.15,2,,,,,2,,,,
618.38,430.31,188.07,2,,,,,2,,,,
618.38,476.31,142.07,2,,,,,2,,,,
618.38,547.35,71.03,2,,,,,2,,,,
618.52,69.07,549.45,2,1,,,,,1,,,
618.52,81.07,537.45,2,1,,,,,1,,,
618.52,83.09,535.43,2,1,,,,,1,,,
618.52,85.03,533.49,2,1,,,,,1,,,
618.52,91.04,527.48,2,1,,,,,1,,,
618.52,93.07,525.45,2,1,,,,,1,,,
618.52,95.09,523.43,2,1,,,,,1,,,
618.52,97.1,521.42,2,1,,,,,1,,,
618.52,105.07,513.45,2,1,,,,,1,,,
618.52,107.09,511.43,2,1,,,,,1,,,
618.52,109.1,509.42,2,1,,,,,1,,,
618.52,119.09,499.43,2,1,,,,,1,,,
618.52,121.1,497.42,2,1,,,,,1,,,
618.52,131.09,487.43,2,1,,,,,1,,,
618.52,133.1,485.42,2,1,,,,,1,,,
618.52,135.12,483.4,2,1,,,,,1,,,
