parent,daughter,loss,count,erythroxylum_plowmanianum,gentiana_pubigera,persicaria_orientalis,oxyspora_paniculata,caesalpinia_enneaphylla,erythroxylum_coca,stranvaesia_davidiana,blank,cocaine
84.96,79.02,5.94,2,,1,,,1,,,,
84.96,79.05,5.91,12,7,1,,,,4,,,
84.96,79.06,5.9,2,,,,,2,,,,
84.96,81.07,3.89,23,13,1,,1,3,5,,,
84.96,82.06,2.9,7,,,,,,7,,,
84.96,82.07,2.89,2,2,,,,,,,,
84.96,83.05,1.91,13,9,,3,,1,,,,
84.96,83.08,1.88,2,2,,,,,,,,
84.96,83.09,1.87,9,5,,,,2,2,,,
85.03,55.02,30.01,20,4,3,,2,1,10,,,
85.03,55.05,29.98,7,1,,,,,6,,,
85.03,55.06,29.97,16,,9,,5,1,1,,,
85.03,55.94,29.09,2,,,,,2,,,,
85.03,56.97,28.06,2,,2,,,,,,,
85.03,57.03,28,51,27,5,,1,,16,2,,
85.03,57.07,27.96,27,5,5,,6,1,10,,,
85.03,59.01,26.02,17,,,,,,,17,,
85.03,59.05,25.98,3,2,1,,,,,,,
85.03,60.05,24.98,4,1,1,,2,,,,,
85.03,61.01,24.02,2,,,,,2,,,,
85.03,61.03,24,43,23,1,,,,19,,,
85.03,62.02,23.01,2,,,,,2,,,,
85.03,62.98,22.05,2,1,,,,,1,,,
85.03,63.04,21.99,2,,,,,,2,,,
85.03,67.05,17.98,28,5,,1,1,1,20,,,
85.03,67.06,17.97,48,23,9,,6,2,8,,,
85.03,69.03,16,75,26,8,,4,1,33,3,,
85.03,69.07,15.96,75,27,10,1,7,2,28,,,
85.03,71.01,14.02,23,,4,,1,,,18,,
85.03,71.05,13.98,53,21,7,1,5,3,16,,,
85.03,71.09,13.94,49,27,5,,7,,10,,,
85.03,72.94,12.09,2,,,,,2,,,,
85.03,73.03,12,77,34,1,1,1,1,27,12,,
85.03,79.02,6.01,3,,2,,,1,,,,
85.03,79.05,5.98,34,6,6,,2,3,17,,,
85.03,79.06,5.97,20,9,3,,2,,6,,,
85.03,80.06,4.97,2,1,1,,,,,,,
85.03,81.03,4,39,9,8,,3,,18,1,,
85.03,81.07,3.96,103,39,11,4,10,3,36,,,
85.03,82.06,2.97,5,,,,,,5,,,
85.03,82.07,2.96,3,,1,,2,,,,,
85.03,83.05,1.98,27,10,6,,3,2,6,,,
85.03,83.08,1.95,2,,,,,,2,,,
85.03,83.09,1.94,85,33,9,,8,2,33,,,
85.06,55.05,30.01,19,6,,,2,,11,,,
85.06,57.03,28.03,13,4,1,,2,,6,,,
85.06,57.07,27.99,9,,,2,2,,5,,,
85.06,59.05,26.01,3,2,,,,,1,,,
85.06,67.05,18.01,27,9,,,2,,16,,,
85.06,69.03,16.03,6,1,,,,,5,,,
85.06,69.07,15.99,23,8,1,,2,,12,,,
85.06,71.05,14.01,18,5,1,,2,,10,,,
85.06,71.09,13.97,4,,,,2,,2,,,
85.06,79.05,6.01,22,7,,,2,,13,,,
85.06,80.06,5,2,1,,,,,1,,,
85.06,81.03,4.03,5,,1,,2,,2,,,
85.06,81.07,3.99,29,11,1,,2,,15,,,
85.06,83.05,2.01,20,8,1,,2,,9,,,
85.06,83.08,1.98,3,,,,,,3,,,
85.06,83.09,1.97,17,5,1,,2,,9,,,
85.07,52.31,32.76,2,2,,,,,,,,
85.07,55.02,30.05,9,,6,,3,,,,,
85.07,55.06,30.01,47,13,16,2,10,2,4,,,
85.07,57.03,28.04,30,3,14,2,7,2,2,,,
85.07,57.07,28,45,14,6,11,10,1,3,,,
85.07,59.05,26.02,3,1,1,,,,1,,,
85.07,63.02,22.05,2,2,,,,,,,,
85.07,67.05,18.02,6,1,2,,2,,1,,,
85.07,67.06,18.01,50,13,15,2,8,6,6,,,
85.07,67.4,17.67,2,1,,,1,,,,,
85.07,69.03,16.04,21,4,8,,4,1,4,,,
85.07,69.07,16,57,15,16,3,10,7,6,,,
85.07,71.01,14.06,5,,4,,1,,,,,
85.07,71.05,14.02,23,5,11,,3,2,2,,,
85.07,71.09,13.98,24,8,5,1,9,1,,,,
85.07,72.08,12.99,2,2,,,,,,,,
85.07,73.03,12.04,5,1,1,,3,,,,,
85.07,79.05,6.02,19,4,6,,3,3,3,,,
85.07,79.06,6.01,34,9,10,2,6,4,3,,,
85.07,80.06,5.01,2,1,1,,,,,,,
85.07,81.03,4.04,21,2,13,,5,,1,,,
85.07,81.07,4,65,19,17,4,11,8,6,,,
85.07,82.07,3,2,2,,,,,,,,
85.07,83.05,2.02,35,7,13,2,7,2,4,,,
85.07,83.09,1.98,52,15,16,2,10,3,6,,,
85.1,55.02,30.08,12,,2,,7,,3,,,
85.1,55.06,30.04,76,13,17,6,30,,10,,,
85.1,57.03,28.07,46,17,2,6,19,,2,,,
85.1,57.07,28.03,261,57,42,20,68,13,55,,6,
85.1,60.05,25.05,2,,,,1,,1,,,
85.1,61.03,24.07,11,8,,,,,3,,,
85.1,62.06,23.04,4,2,,,,,2,,,
85.1,67.05,18.05,23,5,,,6,,12,,,
85.1,67.06,18.04,146,59,26,8,43,1,9,,,
85.1,69.03,16.07,13,2,,,8,,3,,,
85.1,69.07,16.03,200,65,30,10,56,3,36,,,
85.1,71.05,14.05,11,3,1,,3,,4,,,
85.1,71.09,14.01,322,93,40,20,71,13,78,,7,
85.1,73.03,12.07,20,2,,,2,,15,,1,
85.1,73.07,12.03,26,,,,1,,25,,,
85.1,78.76,6.34,2,1,,,1,,,,,
85.1,79.05,6.05,35,10,3,3,11,,8,,,
85.1,79.06,6.04,57,23,7,6,19,,2,,,
85.1,80.05,5.05,3,,,,1,,2,,,
85.1,80.06,5.04,11,,,,,,11,,,
85.1,81.03,4.07,22,8,1,,10,,3,,,
85.1,81.07,4.03,215,81,28,11,61,4,30,,,
85.1,82.07,3.03,2,1,,,1,,,,,
85.1,83.05,2.05,29,7,2,2,14,,4,,,
85.1,83.09,2.01,219,77,30,10,58,3,41,,,
85.17,52.31,32.86,2,2,,,,,,,,
85.17,63.02,22.15,2,2,,,,,,,,
85.17,72.08,13.09,2,2,,,,,,,,
85.17,82.07,3.1,2,2,,,,,,,,
85.96,62.02,23.94,2,,1,,,1,,,,
85.96,84.96,1,2,,1,,,1,,,,
86.06,57.07,28.99,2,2,,,,,,,,
86.06,67.06,19,2,2,,,,,,,,
86.06,69.07,16.99,2,2,,,,,,,,
86.06,71.09,14.97,2,2,,,,,,,,
86.06,81.07,4.99,2,2,,,,,,,,
86.06,83.09,2.97,2,2,,,,,,,,
86.06,84.08,1.98,2,,,,,,2,,,
86.1,55.05,31.05,4,3,,,,,1,,,
86.1,57.03,29.07,2,,,,,,2,,,
86.1,57.07,29.03,4,1,,,,,3,,,
86.1,58.07,28.03,2,1,,,,,1,,,
86.1,60.08,26.02,33,12,,,,,21,,,
86.1,67.06,19.04,4,1,,,,,3,,,
86.1,69.07,17.03,9,2,,1,,,6,,,
86.1,71.09,15.01,5,3,,,,,2,,,
86.1,72.08,14.02,10,4,,,,4,2,,,
86.1,79.05,7.05,5,2,,,,,3,,,
86.1,79.06,7.04,2,1,,,,,1,,,
86.1,81.03,5.07,2,1,,,,,1,,,
86.1,81.07,5.03,7,3,,,,,4,,,
86.1,83.09,3.01,5,1,,,,,4,,,
86.1,85.1,1,2,1,,,,,1,,,
86.96,68.98,17.98,2,,,,,,2,,,
86.96,82.01,4.95,2,,,,,,2,,,
86.96,84.96,2,3,1,,,,,2,,,
86.99,55.05,31.94,2,,,,,,2,,,
86.99,83.09,3.9,2,,,,,,2,,,
86.99,84.04,2.95,2,,,,,,2,,,
87.04,55.02,32.02,5,4,1,,,,,,,
87.04,55.05,31.99,2,1,,,,,1,,,
87.04,55.06,31.98,3,,2,,,1,,,,
87.04,57.03,30.01,10,7,1,,,1,1,,,
87.04,57.07,29.97,26,1,4,3,1,2,15,,,
87.04,61.03,26.01,9,7,1,,,,1,,,
87.04,67.05,19.99,3,1,1,,,,1,,,
87.04,67.06,19.98,3,1,1,,,1,,,,
87.04,69.03,18.01,12,7,2,,,1,2,,,
87.04,69.07,17.97,15,1,3,,,1,10,,,
87.04,71.05,15.99,6,3,1,,,1,1,,,
87.04,71.09,15.95,41,,4,3,1,2,30,,1,
87.04,73.03,14.01,19,8,,,,,10,,1,
87.04,73.07,13.97,21,,,,,,21,,,
87.04,79.05,7.99,5,2,2,,,,1,,,
87.04,80.05,6.99,3,,,,,1,2,,,
87.04,80.06,6.98,11,,,,,,11,,,
87.04,81.03,6.01,4,1,2,,,1,,,,
87.04,81.07,5.97,7,3,2,,,1,1,,,
87.04,82.04,5,2,,1,,,1,,,,
87.04,83.05,3.99,2,,1,,,1,,,,
87.04,83.09,3.95,15,3,3,,,1,8,,,
87.04,85.03,2.01,11,8,1,,,,2,,,
87.04,85.1,1.94,53,,4,3,1,1,43,,1,
87.05,81.07,5.98,2,,,,,1,1,,,
87.92,71.01,16.91,2,,,,,,,2,,
87.92,84.31,3.61,2,,,,,,,2,,
87.96,86.96,1,2,,,,,,2,,,
88.04,79.05,8.99,2,,,,1,,1,,,
88.04,81.07,6.97,2,,,,1,,1,,,
88.04,82.06,5.98,3,,,,,,3,,,
88.08,57.07,31.01,2,,,1,,1,,,,
88.08,70.07,18.01,9,,1,1,4,2,,,1,
88.93,84.31,4.62,2,,,,,,,2,,
88.93,87.92,1.01,2,,,,,,,2,,
89.02,59.01,30.01,21,,,,,,,21,,
89.02,71.01,18.01,24,,,,,,,24,,
89.02,73.03,15.99,11,,,,,,,11,,
89.02,85.03,3.99,11,,,,,,,11,,
89.04,55.06,33.98,2,,,,,,,,2,
89.04,57.07,31.97,2,,,,,,,,2,
89.04,59.99,29.05,2,,,,,,,,2,
89.06,55.02,34.04,2,,,,2,,,,,
89.06,55.05,34.01,2,,,,,,2,,,
89.06,55.06,34,52,12,14,3,10,2,11,,,
89.06,57.03,32.03,9,1,,2,5,,1,,,
89.06,57.07,31.99,152,25,27,13,27,15,40,,5,
89.06,59.05,30.01,4,3,,,,,1,,,
89.06,60.05,29.01,4,,,,1,2,1,,,
89.06,62.06,27,2,1,,,,,1,,,
89.06,67.05,22.01,10,3,,,1,,6,,,
89.06,67.06,22,45,11,11,2,12,2,7,,,
89.06,69.03,20.03,9,3,,,2,,4,,,
89.06,69.07,19.99,77,16,16,3,13,3,26,,,
89.06,71.05,18.01,9,2,,,2,,4,,1,
89.06,71.09,17.97,147,16,22,12,26,15,49,,7,
89.06,73.03,16.03,12,,,,1,,9,,2,
89.06,73.07,15.99,26,,,,1,,25,,,
89.06,79.05,10.01,17,4,1,1,4,,7,,,
89.06,79.06,10,25,9,1,1,7,2,5,,,
89.06,79.27,9.79,2,,,,,,,,2,
89.06,80.05,9.01,5,,,,1,2,2,,,
89.06,80.06,9,12,1,,,,,11,,,
89.06,81.02,8.04,2,,,,,,2,,,
89.06,81.03,8.03,4,,1,,2,,1,,,
89.06,81.07,7.99,73,17,14,6,15,5,16,,,
89.06,81.47,7.59,2,1,,,1,,,,,
89.06,82.06,7,3,,,,,,3,,,
89.06,82.07,6.99,3,,,,1,2,,,,
89.06,83.05,6.01,19,4,1,3,4,1,6,,,
89.06,83.09,5.97,80,17,18,3,14,3,25,,,
89.06,84.08,4.98,2,,,,,,2,,,
89.06,84.96,4.1,2,1,,,,,1,,,
89.06,85.03,4.03,2,,,,1,,1,,,
89.06,85.06,4,2,,,,,,2,,,
89.06,85.07,3.99,8,4,,1,2,,1,,,
89.06,85.1,3.96,141,12,17,12,19,13,61,,7,
89.06,86.1,2.96,3,1,,,,,2,,,
89.06,87.04,2.02,80,3,7,8,5,4,46,,7,
89.06,87.05,2.01,3,,,,,2,1,,,
89.11,72.08,17.03,2,,,,,,2,,,
89.11,84.08,5.03,2,,,,,,2,,,
90.04,55.64,34.4,2,,,,,,,2,,
90.04,56.8,33.24,2,,,,,,,2,,
90.04,59.34,30.7,2,,,,,,,2,,
90.04,62.39,27.65,2,,,,,,,2,,
90.04,65.65,24.39,2,,,,,,,2,,
90.04,66.89,23.15,2,,,,,,,2,,
90.04,67.25,22.79,2,,,,,,,2,,
90.06,57.07,32.99,2,,,,,1,1,,,
90.06,89.06,1,2,,,,,1,1,,,
90.95,55.94,35.01,2,,,,,2,,,,
90.95,61.01,29.94,2,,,,,2,,,,
90.95,62.02,28.93,3,,1,,,2,,,,
90.95,69.07,21.88,2,,,,,2,,,,
90.95,71.05,19.9,2,,,,,2,,,,
90.95,71.93,19.02,2,,1,,,1,,,,
90.95,72.94,18.01,3,,1,,,2,,,,
90.95,79.05,11.9,2,,,,,2,,,,
90.95,81.07,9.88,2,,,,,2,,,,
90.95,83.09,7.86,2,,,,,2,,,,
90.95,85.03,5.92,2,,,,,2,,,,
90.98,55.05,35.93,14,3,,,,,11,,,
90.98,55.06,35.92,18,17,,,,1,,,,
90.98,57.03,33.95,6,5,,,,,1,,,
90.98,57.07,33.91,17,11,,,,,6,,,
90.98,59.05,31.93,2,1,,,,,1,,,
90.98,60.05,30.93,2,2,,,,,,,,
90.98,62.98,28,2,1,,,,,1,,,
90.98,67.05,23.93,15,5,,,,,10,,,
90.98,67.06,23.92,21,20,,,,1,,,,
90.98,69.03,21.95,5,4,,,,,1,,,
90.98,69.07,21.91,40,27,,,1,1,11,,,
90.98,71.05,19.93,9,7,,,,,2,,,
90.98,71.09,19.89,12,8,,,1,1,2,,,
90.98,73.03,17.95,2,2,,,,,,,,
90.98,79.05,11.93,28,16,,,,1,11,,,
90.98,79.06,11.92,9,9,,,,,,,,
90.98,80.06,10.92,2,1,,,,,1,,,
90.98,81.02,9.96,2,,,,,,2,,,
90.98,81.03,9.95,7,3,,,,,4,,,
90.98,81.07,9.91,40,26,,,1,1,12,,,
90.98,82.06,8.92,7,,,,,,7,,,
90.98,83.05,7.93,12,10,,,,,2,,,
90.98,83.07,7.91,3,1,,,,,2,,,
90.98,83.08,7.9,2,,,,,,2,,,
90.98,83.09,7.89,31,21,,,1,1,8,,,
90.98,84.04,6.94,3,,,,,,3,,,
90.98,84.08,6.9,2,1,,,,,1,,,
90.98,84.96,6.02,18,13,,,,,5,,,
90.98,85.03,5.95,4,2,,,,,2,,,
90.98,85.07,5.91,5,4,,,,1,,,,
90.98,85.1,5.88,3,2,,,,,1,,,
90.98,89.06,1.92,13,9,,,,,4,,,
91.04,55.02,36.02,4,2,,,,,2,,,
91.04,57.03,34.01,14,9,,,,,5,,,
91.04,57.07,33.97,9,4,,,,,5,,,
91.04,61.03,30.01,33,17,,,,,16,,,
91.04,67.05,23.99,10,,,,,,10,,,
91.04,67.06,23.98,26,21,,,,,5,,,
91.04,69.03,22.01,19,10,1,,,,8,,,
91.04,69.07,21.97,31,13,,,,,18,,,
91.04,71.05,19.99,4,2,,,,,2,,,
91.04,71.09,19.95,30,23,,,,,7,,,
91.04,73.03,18.01,24,12,,,,,12,,,
91.04,79.05,11.99,10,,,,,,10,,,
91.04,79.06,11.98,9,6,,,,,3,,,
91.04,81.03,10.01,7,5,1,,,,1,,,
91.04,81.07,9.97,44,23,,,,,21,,,
91.04,83.05,7.99,3,1,,,,,2,,,
91.04,83.09,7.95,46,25,,,,,21,,,
91.04,84.96,6.08,2,1,,,,,1,,,
91.04,85.03,6.01,61,32,1,,,,28,,,
91.04,85.1,5.94,27,21,,,,,6,,,
91.04,87.04,4,4,4,,,,,,,,
91.05,53.04,38.01,4,1,,,,1,2,,,
91.05,55.02,36.03,33,5,11,2,9,4,2,,,
91.05,55.05,36,50,10,,3,6,,31,,,
91.05,55.06,35.99,216,34,60,17,59,17,29,,,
91.05,55.93,35.12,3,,,,,,3,,,
91.05,55.94,35.11,2,1,,,,1,,,,
91.05,57.03,34.02,123,20,28,9,32,4,30,,,
91.05,57.07,33.98,137,24,28,11,41,5,28,,,
91.05,58.07,32.98,4,2,1,,,,1,,,
91.05,59.05,32,6,2,1,,,,3,,,
91.05,60.05,31,15,2,2,,9,,2,,,
91.05,61.03,30.02,3,1,,,,,2,,,
91.05,65.71,25.34,2,,,1,,,1,,,
91.05,67.05,24,104,19,4,4,13,4,60,,,
91.05,67.06,23.99,279,58,65,19,69,23,45,,,
91.05,69.03,22.02,66,12,15,,13,4,22,,,
91.05,69.07,21.98,364,72,66,23,78,28,97,,,
91.05,70.07,20.98,3,1,,,,,2,,,
91.05,70.7,20.35,2,,,,1,,1,,,
91.05,70.73,20.32,2,,2,,,,,,,
91.05,71.01,20.04,7,,4,,2,,,1,,
91.05,71.05,20,75,16,19,,12,4,24,,,
91.05,71.09,19.96,149,32,24,7,65,5,16,,,
91.05,73.03,18.02,16,3,1,,4,1,7,,,
91.05,74.1,16.95,3,,,3,,,,,,
91.05,79.05,12,229,47,38,8,38,10,88,,,
91.05,79.06,11.99,139,20,27,13,38,16,25,,,
91.05,80.05,11,5,,,,4,,1,,,
91.05,80.06,10.99,5,3,,,,,2,,,
91.05,81.03,10.02,95,12,26,5,29,5,18,,,
91.05,81.06,9.99,2,,,,2,,,,,
91.05,81.07,9.98,410,84,72,25,82,36,111,,,
91.05,82.04,9.01,4,,1,,2,1,,,,
91.05,82.06,8.99,30,,,,,,30,,,
91.05,82.07,8.98,14,2,2,,9,,1,,,
91.05,83.05,8,148,27,35,8,39,15,24,,,
91.05,83.07,7.98,4,,,,,,4,,,
91.05,83.08,7.97,12,1,,,,,11,,,
91.05,83.09,7.96,319,63,65,21,76,18,76,,,
91.05,84.96,6.09,10,6,,,,1,3,,,
91.05,85.03,6.02,52,15,7,,4,2,23,1,,
91.05,85.06,5.99,23,7,1,,2,,13,,,
91.05,85.07,5.98,35,7,10,1,6,5,6,,,
91.05,85.1,5.95,69,21,9,4,22,1,12,,,
91.05,86.1,4.95,4,,,,,,4,,,
91.05,87.04,4.01,10,1,2,,,1,6,,,
91.05,88.04,3.01,2,,,,1,,1,,,
91.05,89.06,1.99,34,5,1,2,8,,18,,,
91.06,55.02,36.04,12,,6,,6,,,,,
91.06,55.06,36,74,21,28,5,15,2,3,,,
91.06,57.03,34.03,29,5,11,4,8,1,,,,
91.06,57.07,33.99,53,19,12,3,12,5,2,,,
91.06,60.05,31.01,10,1,5,,1,3,,,,
91.06,67.05,24.01,3,1,1,,,,1,,,
91.06,67.06,24,96,31,31,6,18,7,3,,,
91.06,69.03,22.03,10,2,5,,2,1,,,,
91.06,69.07,21.99,96,33,30,5,19,5,4,,,
91.06,71.01,20.05,3,,2,,1,,,,,
91.06,71.05,20.01,15,4,5,1,2,3,,,,
91.06,71.09,19.97,55,19,14,2,16,3,1,,,
91.06,73.05,18.01,8,4,1,1,,2,,,,
91.06,79.05,12.01,12,3,1,1,3,3,1,,,
91.06,79.06,12,82,30,27,5,13,4,3,,,
91.06,80.05,11.01,4,,3,,,1,,,,
91.06,81.03,10.03,13,,7,,6,,,,,
91.06,81.06,10,2,,2,,,,,,,
91.06,81.07,9.99,105,35,32,7,18,9,4,,,
91.06,82.07,8.99,9,1,5,,1,2,,,,
91.06,83.05,8.01,29,4,12,2,8,2,1,,,
91.06,83.09,7.97,91,32,29,4,17,5,4,,,
91.06,85.03,6.03,9,4,2,,1,1,1,,,
91.06,85.07,5.99,20,7,6,2,3,2,,,,
91.06,85.1,5.96,21,10,2,2,5,1,1,,,
91.06,89.06,2,11,5,,1,,4,1,,,
91.48,55.06,36.42,13,8,,,,,5,,,
91.48,57.07,34.41,17,12,,,,,5,,,
91.48,60.05,31.43,2,2,,,,,,,,
91.48,67.05,24.43,3,,,,,,3,,,
91.48,67.06,24.42,13,8,,,,,5,,,
91.48,69.03,22.45,2,,,,,,2,,,
91.48,69.07,22.41,20,10,,,,,10,,,
91.48,71.05,20.43,4,2,,,,,2,,,
91.48,71.09,20.39,13,10,,,,,3,,,
91.48,79.05,12.43,6,1,,,,,5,,,
91.48,79.06,12.42,9,6,,,,,3,,,
91.48,81.03,10.45,3,1,,,,,2,,,
91.48,81.07,10.41,21,11,,,,,10,,,
91.48,83.05,8.43,2,,,,,,2,,,
91.48,83.09,8.39,19,10,,,,,9,,,
91.48,84.96,6.52,2,1,,,,,1,,,
91.48,85.03,6.45,4,,,,,,4,,,
91.48,85.1,6.38,8,5,,,,,3,,,
91.48,89.06,2.42,9,5,,,,,4,,,
91.49,57.03,34.46,2,2,,,,,,,,
91.49,57.07,34.42,3,3,,,,,,,,
91.49,67.06,24.43,2,2,,,,,,,,
91.49,69.07,22.42,6,6,,,,,,,,
91.49,71.05,20.44,2,2,,,,,,,,
91.49,71.09,20.4,5,5,,,,,,,,
91.49,81.07,10.42,5,5,,,,,,,,
91.49,83.09,8.4,5,5,,,,,,,,
91.49,85.1,6.39,4,4,,,,,,,,
92,81.07,10.93,2,,,,1,1,,,,
92.01,55.06,36.95,3,,1,1,1,,,,,
92.01,57.07,34.94,2,,,2,,,,,,
92.01,67.06,24.95,4,,1,2,1,,,,,
92.01,69.07,22.94,3,,1,2,,,,,,
92.01,71.09,20.92,3,,,2,1,,,,,
92.01,79.05,12.96,2,,,1,1,,,,,
92.01,79.06,12.95,2,,1,1,,,,,,
92.01,81.07,10.94,4,,1,2,1,,,,,
92.01,83.09,8.92,3,,1,2,,,,,,
92.01,85.1,6.91,3,,1,2,,,,,,
92.04,69.07,22.97,2,2,,,,,,,,
92.47,63.45,29.02,3,,,,,,,3,,
92.47,63.6,28.87,3,,,,,,,3,,
92.47,68.88,23.59,3,,,,,,,3,,
92.47,70.55,21.92,3,,,,,,,3,,
92.47,78.94,13.53,3,,,,,,,3,,
92.47,79.6,12.87,3,,,,,,,3,,
92.47,82.7,9.77,3,,,,,,,3,,
92.6,55.06,37.54,2,2,,,,,,,,
92.6,57.07,35.53,2,2,,,,,,,,
92.6,60.05,32.55,2,2,,,,,,,,
92.6,67.06,25.54,2,2,,,,,,,,
92.6,69.07,23.53,2,2,,,,,,,,
92.6,71.09,21.51,2,2,,,,,,,,
92.6,79.06,13.54,2,2,,,,,,,,
92.6,81.07,11.53,2,2,,,,,,,,
92.6,83.09,9.51,2,2,,,,,,,,
92.6,90.98,1.62,2,2,,,,,,,,
92.6,91.05,1.55,2,2,,,,,,,,
92.6,91.48,1.12,2,2,,,,,,,,
92.73,63.45,29.28,3,,,,,,,3,,
92.73,63.6,29.13,3,,,,,,,3,,
92.73,68.88,23.85,3,,,,,,,3,,
92.73,70.55,22.18,3,,,,,,,3,,
92.73,78.94,13.79,3,,,,,,,3,,
92.73,79.6,13.13,3,,,,,,,3,,
92.73,82.7,10.03,3,,,,,,,3,,
93.06,55.06,38,2,1,,1,,,,,,
93.06,57.07,35.99,2,1,,1,,,,,,
93.06,67.06,26,2,1,,1,,,,,,
93.06,69.07,23.99,2,1,,1,,,,,,
93.06,81.07,11.99,2,1,,1,,,,,,
93.06,83.09,9.97,2,1,,1,,,,,,
93.06,91.06,2,2,1,,1,,,,,,
93.07,53.04,40.03,4,1,,,,1,2,,,
93.07,55.02,38.05,54,5,20,1,19,5,4,,,
93.07,55.05,38.02,65,13,,4,6,,42,,,
93.07,55.06,38.01,379,62,131,27,92,27,40,,,
93.07,55.93,37.14,4,,,,,,4,,,
93.07,55.94,37.13,3,1,,,,2,,,,
93.07,56.05,37.02,3,1,1,,1,,,,,
93.07,56.55,36.52,2,,,1,,,1,,,
93.07,56.96,36.11,2,,,,,,2,,,
93.07,56.97,36.1,4,,3,,,1,,,,
93.07,57.03,36.04,164,29,40,14,42,5,34,,,
93.07,57.07,36,317,63,86,18,95,12,43,,,
93.07,58.07,35,2,,2,,,,,,,
93.07,59.05,34.02,8,4,1,,,,3,,,
93.07,60.05,33.02,27,4,8,,10,3,2,,,
93.07,61.01,32.06,2,,,,,2,,,,
93.07,61.03,32.04,6,1,,,,,5,,,
93.07,62.02,31.05,2,,,,,2,,,,
93.07,62.06,31.01,4,,,,,,4,,,
93.07,62.76,30.31,2,2,,,,,,,,
93.07,67.05,26.02,165,32,11,5,21,5,91,,,
93.07,67.06,26.01,521,115,157,31,122,35,61,,,
93.07,69.03,24.04,83,15,22,,17,7,22,,,
93.07,69.07,24,693,141,180,36,150,43,143,,,
93.07,70.07,23,2,,,,,,2,,,
93.07,70.7,22.37,2,,,,1,,1,,,
93.07,70.73,22.34,2,,2,,,,,,,
93.07,71.01,22.06,9,,6,,3,,,,,
93.07,71.05,22.02,113,28,25,1,14,15,30,,,
93.07,71.09,21.98,329,73,74,17,123,11,31,,,
93.07,72.94,20.13,2,,,,,2,,,,
93.07,73.03,20.04,21,3,1,,4,1,12,,,
93.07,78.76,14.31,2,1,,,1,,,,,
93.07,79.02,14.05,3,,2,,,1,,,,
93.07,79.05,14.02,331,65,56,13,52,17,128,,,
93.07,79.06,14.01,261,61,67,20,62,22,29,,,
93.07,80.05,13.02,10,,3,,4,1,2,,,
93.07,80.06,13.01,7,3,1,,,,3,,,
93.07,81.03,12.04,113,10,36,5,37,5,20,,,
93.07,81.06,12.01,4,,2,,2,,,,,
93.07,81.07,12,827,169,206,41,160,80,171,,,
93.07,82.03,11.04,2,,,,,2,,,,
93.07,82.04,11.03,4,,1,,2,1,,,,
93.07,82.06,11.01,23,,,,,,23,,,
93.07,82.07,11,24,3,8,,10,2,1,,,
93.07,83.05,10.02,214,37,51,11,54,32,29,,,
93.07,83.08,9.99,13,2,,,,,11,,,
93.07,83.09,9.98,609,125,169,32,137,26,120,,,
93.07,84.08,8.99,2,,,,,,2,,,
93.07,84.09,8.98,2,,2,,,,,,,
93.07,84.96,8.11,24,15,,,,2,7,,,
93.07,85.03,8.04,62,18,10,,5,3,26,,,
93.07,85.06,8.01,31,11,1,,2,,17,,,
93.07,85.07,8,59,16,17,3,9,8,6,,,
93.07,85.1,7.97,168,47,27,13,54,4,23,,,
93.07,86.06,7.01,2,2,,,,,,,,
93.07,86.1,6.97,7,2,,,,,5,,,
93.07,87.04,6.03,15,2,3,1,,2,7,,,
93.07,88.04,5.03,3,,,,1,,2,,,
93.07,89.06,4.01,73,17,10,6,14,7,19,,,
93.07,90.95,2.12,2,,,,,2,,,,
93.07,90.98,2.09,44,28,,,1,1,14,,,
93.07,91.04,2.03,25,9,,,,,16,,,
93.07,91.05,2.02,410,78,74,23,81,35,119,,,
93.07,91.06,2.01,105,35,31,6,18,11,4,,,
93.07,91.48,1.59,18,10,,,,,8,,,
93.07,91.49,1.58,2,2,,,,,,,,
93.07,92,1.07,2,,,,1,1,,,,
93.07,92.01,1.06,5,,1,2,1,1,,,,
93.36,63.45,29.91,3,,,,,,,3,,
93.36,63.6,29.76,3,,,,,,,3,,
93.36,68.88,24.48,3,,,,,,,3,,
93.36,70.55,22.81,3,,,,,,,3,,
93.36,78.94,14.42,3,,,,,,,3,,
93.36,79.6,13.76,3,,,,,,,3,,
93.36,82.7,10.66,3,,,,,,,3,,
94.03,81.02,13.01,4,,2,,,,2,,,
94.03,89.06,4.97,2,,,,,,2,,,
94.03,90.98,3.05,2,,,,,,2,,,
94.07,55.02,39.05,2,,,,2,,,,,
94.07,55.06,39.01,15,,6,,7,1,1,,,
94.07,56.05,38.02,2,,1,,1,,,,,
94.07,57.07,37,11,,3,,7,1,,,,
94.07,60.05,34.02,16,,7,,8,1,,,,
94.07,67.06,27.01,28,3,7,,13,1,4,,,
94.07,69.07,25,21,1,7,,9,1,3,,,
94.07,71.09,22.98,12,,4,,7,1,,,,
94.07,79.05,15.02,11,,2,,6,,3,,,
94.07,79.06,15.01,16,2,6,,6,1,1,,,
94.07,80.05,14.02,7,,3,,4,,,,,
94.07,80.06,14.01,2,,,,,,2,,,
94.07,81.06,13.01,4,,2,,2,,,,,
94.07,81.07,13,31,3,9,,13,1,5,,,
94.07,82.07,12,18,1,7,,8,1,1,,,
94.07,83.05,11.02,2,,,,2,,,,,
94.07,83.09,10.98,17,,7,,8,1,1,,,
94.07,85.03,9.04,3,,1,,2,,,,,
